Identifiant;Nom du commerce;Numéro voie;Nom voie;Code postal;Nom commune;Longitude;Latitude;geo_shape;geo_point_2d
1971;METRO GARE DE L EST;0;BOULEVARD DE STRASBOURG;0;;2.3580906;48.8761275;"{""coordinates"": [2.3580906005178996, 48.87612749864593], ""type"": ""Point""}";48.87612749864593, 2.3580906005178996
1864;ART BISTRO;0;RUE DE CLICHY;0;;2.3287568;48.8808433;"{""coordinates"": [2.3287567995919876, 48.880843298803065], ""type"": ""Point""}";48.880843298803065, 2.3287567995919876
1267;POKE STREET;78;RUE LAMARCK;0;;2.338315;48.890067;"{""coordinates"": [2.3383150002047692, 48.8900669986603], ""type"": ""Point""}";48.8900669986603, 2.3383150002047692
1996;CAJOU;101;RUE DU CHEVALERET;0;;2.3747463;48.8305598;"{""coordinates"": [2.374746299638763, 48.83055979895487], ""type"": ""Point""}";48.83055979895487, 2.374746299638763
1907;HOTEL LITTERAIRE ARTHUR RIMBAUD;6;RUE GUSTAVE GOUBLIER;0;;2.3557155;48.8709425;"{""coordinates"": [2.355715500010171, 48.870942498707535], ""type"": ""Point""}";48.870942498707535, 2.355715500010171
1914;HOTEL PARC SAINT-SEVERIN;22;RUE DE LA PARCHEMINERIE;0;;2.3447693;48.8518127;"{""coordinates"": [2.344769299534843, 48.8518126988578], ""type"": ""Point""}";48.8518126988578, 2.344769299534843
1923;APOLONIA MONTMARTRE;147;RUE MERCADET;0;;2.3389967;48.8912079;"{""coordinates"": [2.338996700227488, 48.891207898635855], ""type"": ""Point""}";48.891207898635855, 2.338996700227488
1932;MON JARDIN CHOCOLATE;28;RUE RAYMOND LOSSERAND;0;;2.3208694;48.8354767;"{""coordinates"": [2.320869399788095, 48.8354766994238], ""type"": ""Point""}";48.8354766994238, 2.320869399788095
903;LA CAVE DU SENAT;16;RUE DE VAUGIRARD;0;;2.339329;48.849126;"{""coordinates"": [2.339329000037205, 48.84912599943741], ""type"": ""Point""}";48.84912599943741, 2.339329000037205
907;LA BONBONNIERE;2;RUE GAZAN;0;;2.339934;48.824187;"{""coordinates"": [2.339934000367693, 48.824186998947084], ""type"": ""Point""}";48.824186998947084, 2.339934000367693
922;LES PANACEES;34;RUE D HAUTEVILLE;0;;2.350402;48.873122;"{""coordinates"": [2.3504020006457416, 48.87312199944448], ""type"": ""Point""}";48.87312199944448, 2.3504020006457416
976;RENAISSANCE NOBEL TOUR EIFFEL HOTEL;55;AVENUE RAYMOND POINCARE;0;;2.285785;48.867234;"{""coordinates"": [2.2857849998976216, 48.86723399901508], ""type"": ""Point""}";48.86723399901508, 2.2857849998976216
1066;LE FOURNIL DE GUILLAUME;70;RUE DE SEVRES;0;;2.318916;48.847764;"{""coordinates"": [2.3189159994259354, 48.84776399883702], ""type"": ""Point""}";48.84776399883702, 2.3189159994259354
1103;LES PARESSEUX;41;RUE DES DAMES;0;;2.323146;48.884116;"{""coordinates"": [2.3231460003239652, 48.884115999070886], ""type"": ""Point""}";48.884115999070886, 2.3231460003239652
936;BIOCOOP BELLEVILLE;62;RUE DE BELLEVILLE;0;;2.382852;48.873372;"{""coordinates"": [2.3828520002161753, 48.87337199939469], ""type"": ""Point""}";48.87337199939469, 2.3828520002161753
970;NOVOTEL PARIS CENTRE TOUR EIFFEL;61;QUAI DE GRENELLE;0;;2.28331;48.850059;"{""coordinates"": [2.2833100005557845, 48.85005899870552], ""type"": ""Point""}";48.85005899870552, 2.2833100005557845
1383;DARJEELING;121;RUE DE CLIGNANCOURT;0;;2.348959;48.89323;"{""coordinates"": [2.3489590002272234, 48.893229999278155], ""type"": ""Point""}";48.893229999278155, 2.3489590002272234
1452;LA CANTINE DE SAM;4;RUE DES FOSSES SAINT-MARCEL;0;;2.356083;48.839255;"{""coordinates"": [2.3560830001585846, 48.83925499883186], ""type"": ""Point""}";48.83925499883186, 2.3560830001585846
1464;KAVIARI DELIKATESSEN;60;RUE FRANCOIS MIRON;0;;2.357926;48.855434;"{""coordinates"": [2.3579260000467324, 48.85543399915191], ""type"": ""Point""}";48.85543399915191, 2.3579260000467324
1406;LE SALON YD;28;RUE MONGE;0;;2.351393;48.846695;"{""coordinates"": [2.3513929997766767, 48.846694998666464], ""type"": ""Point""}";48.846694998666464, 2.3513929997766767
1408;ZHENG JINMU;10;RUE DE MAZAGRAN;0;;2.35164;48.870511;"{""coordinates"": [2.3516400004047315, 48.870510998622265], ""type"": ""Point""}";48.870510998622265, 2.3516400004047315
1410;AB COIFFEUR;42;RUE MONGE;0;;2.351861;48.845551;"{""coordinates"": [2.351861000279414, 48.84555099889287], ""type"": ""Point""}";48.84555099889287, 2.351861000279414
1431;LE 360 PARIS;32;RUE MYRHA;0;;2.353712;48.88719;"{""coordinates"": [2.3537119997600735, 48.88718999908673], ""type"": ""Point""}";48.88718999908673, 2.3537119997600735
1434;SAS LA FERME;5;RUE DES PETITES ECURIES;0;;2.353792;48.872941;"{""coordinates"": [2.353792000173166, 48.87294099934615], ""type"": ""Point""}";48.87294099934615, 2.353792000173166
1116;KIBALOMA;4;PLACE DU DIX-HUIT JUIN 1940;0;;2.323914;48.844291;"{""coordinates"": [2.323913999956543, 48.84429099861984], ""type"": ""Point""}";48.84429099861984, 2.323913999956543
1183;LUSH PARIS LECLERC;34;AVENUE DU GENERAL LECLERC;0;;2.329884;48.831646;"{""coordinates"": [2.3298840000363, 48.83164599899781], ""type"": ""Point""}";48.83164599899781, 2.3298840000363
1209;CHEZ BARTOLO;7;RUE DES CANETTES;0;;2.333783;48.852393;"{""coordinates"": [2.333783000612087, 48.8523929988969], ""type"": ""Point""}";48.8523929988969, 2.333783000612087
1240;POISSONNERIE JAN;4;RUE LOBINEAU;0;;2.336471;48.851813;"{""coordinates"": [2.336471000349936, 48.8518129986428], ""type"": ""Point""}";48.8518129986428, 2.336471000349936
1250;CAFE PIGALLE;7;RUE FROCHOT;0;;2.337327;48.881506;"{""coordinates"": [2.3373270000640396, 48.88150599874045], ""type"": ""Point""}";48.88150599874045, 2.3373270000640396
1272;MONACO;15;RUE DE CHATEAUDUN;0;;2.339529;48.875817;"{""coordinates"": [2.3395289995532873, 48.87581699903346], ""type"": ""Point""}";48.87581699903346, 2.3395289995532873
1302;HOTEL ADAGIO PARIS MONTMARTRE;10;PLACE CHARLES DULLIN;0;;2.342706;48.883382;"{""coordinates"": [2.342706000408361, 48.88338199944904], ""type"": ""Point""}";48.88338199944904, 2.342706000408361
1316;SYNCHRONIQUE EDITION. LIBRAIRIE LE REVE DU PAPILLON;7;RUE DES FOSSES SAINT-JACQUES;0;;2.343738;48.845969;"{""coordinates"": [2.3437379999694024, 48.84596899883602], ""type"": ""Point""}";48.84596899883602, 2.3437379999694024
1527;LE FLOREAL;7;RUE DU FAUBOURG DU TEMPLE;0;;2.365059;48.868133;"{""coordinates"": [2.3650589997264837, 48.86813299864013], ""type"": ""Point""}";48.86813299864013, 2.3650589997264837
1568;PHARMACIE OBERKAMPF MERICOURT;39;RUE OBERKAMPF;0;;2.371304;48.864356;"{""coordinates"": [2.371304000448587, 48.86435599863596], ""type"": ""Point""}";48.86435599863596, 2.371304000448587
1598;LE RIGODON;10;RUE DES TROIS BORNES;0;;2.372981;48.866699;"{""coordinates"": [2.3729809997429165, 48.86669899897298], ""type"": ""Point""}";48.86669899897298, 2.3729809997429165
1649;JUSTINE;96;RUE OBERKAMPF;0;;2.377787;48.865682;"{""coordinates"": [2.3777870006561552, 48.86568199866613], ""type"": ""Point""}";48.86568199866613, 2.3777870006561552
1738;DES FERMES UN QUARTIER;49;RUE DU SERGENT BAUCHAT;0;;2.394241;48.846201;"{""coordinates"": [2.3942410003631283, 48.846200998782784], ""type"": ""Point""}";48.846200998782784, 2.3942410003631283
1865;HOTEL DE PARIS MAINE;51;AVENUE DU MAINE;0;;2.322096;48.840181;"{""coordinates"": [2.3220959997107884, 48.840180999023886], ""type"": ""Point""}";48.840180999023886, 2.3220959997107884
1867;GOUTTES;45;RUE DAMREMONT;0;;2.333986;48.890219;"{""coordinates"": [2.3339860006287725, 48.89021899944459], ""type"": ""Point""}";48.89021899944459, 2.3339860006287725
1873;FRANPRIX;160;AVENUE DE VERSAILLES;0;;2.264136;48.840461;"{""coordinates"": [2.264136000008748, 48.840460999229926], ""type"": ""Point""}";48.840460999229926, 2.264136000008748
1950;METRO GAMBETTA;10;PLACE GAMBETTA;0;;2.398237;48.8649011;"{""coordinates"": [2.3982369993311883, 48.86490109930337], ""type"": ""Point""}";48.86490109930337, 2.3982369993311883
1962;METRO SAINT-AUGUSTIN;85;BOULEVARD HAUSSMANN;0;;2.32139;48.8745326;"{""coordinates"": [2.3213899998177303, 48.87453259878601], ""type"": ""Point""}";48.87453259878601, 2.3213899998177303
1810;LARSON NEWS;90;AVENUE GAMBETTA;0;;2.403089;48.870022;"{""coordinates"": [2.4030890006079755, 48.870021998881285], ""type"": ""Point""}";48.870021998881285, 2.4030890006079755
1146;JEAN-LOUIS DAVID;49;AVENUE DE CLICHY;0;;2.325563;48.88715;"{""coordinates"": [2.3255629996107037, 48.88714999909074], ""type"": ""Point""}";48.88714999909074, 2.3255629996107037
1691;KO HANA, FLEURS & CERAMIQUE;36;AVENUE SIMON BOLIVAR;0;;2.382603;48.87516;"{""coordinates"": [2.382603000122977, 48.875159998900806], ""type"": ""Point""}";48.875159998900806, 2.382603000122977
1994;HOTEL LA NOUVELLE REPUBLIQUE;9;RUE MARGUERITE MORET;0;;2.3795228;48.8669491;"{""coordinates"": [2.3795228001691884, 48.86694909887868], ""type"": ""Point""}";48.86694909887868, 2.3795228001691884
887;STARBUCKS;90;RUE SAINT-DOMINIQUE;0;;2.305867;48.859441;"{""coordinates"": [2.3058670005662067, 48.859440999177416], ""type"": ""Point""}";48.859440999177416, 2.3058670005662067
909;LE PAIN GUINA;60;RUE DES MARTYRS;0;;2.340655;48.880507;"{""coordinates"": [2.3406550004807767, 48.88050699907677], ""type"": ""Point""}";48.88050699907677, 2.3406550004807767
929;LE SOIXANTE-DOUZE;72;RUE DU CHEVALERET;0;;2.374758;48.830936;"{""coordinates"": [2.374757999702443, 48.83093599911403], ""type"": ""Point""}";48.83093599911403, 2.374757999702443
997;WOODY;168;RUE DE LA CONVENTION;0;;2.293317;48.838521;"{""coordinates"": [2.2933170004016747, 48.83852099891114], ""type"": ""Point""}";48.83852099891114, 2.2933170004016747
1072;LEGENDRE IDEAL;92;RUE LEGENDRE;0;;2.319715;48.887277;"{""coordinates"": [2.3197149998233235, 48.887276999311084], ""type"": ""Point""}";48.887276999311084, 2.3197149998233235
1092;SO.BIO PARIS SEVRES;99;RUE DE SEVRES;0;;2.321158;48.848577;"{""coordinates"": [2.3211579994822227, 48.84857699867348], ""type"": ""Point""}";48.84857699867348, 2.3211579994822227
1110;BIEN BIEN HABILLES;35;RUE DES DAMES;0;;2.323603;48.884206;"{""coordinates"": [2.323603000479425, 48.8842059994624], ""type"": ""Point""}";48.8842059994624, 2.323603000479425
955;CHEZ MA POULE;7;RUE GROS;0;;2.27736;48.851271;"{""coordinates"": [2.27736000062664, 48.85127099891308], ""type"": ""Point""}";48.85127099891308, 2.27736000062664
971;MAISON DE LA VIE ASSOCIATIVE ET CITOYENNE DU 16E;14;AVENUE RENE BOYLESVE;0;;2.28418;48.856543;"{""coordinates"": [2.2841800002137664, 48.85654299870293], ""type"": ""Point""}";48.85654299870293, 2.2841800002137664
1345;SHYWAWA;7;RUE DU PETIT PONT;0;;2.346652;48.852546;"{""coordinates"": [2.3466520001639704, 48.852545999305676], ""type"": ""Point""}";48.852545999305676, 2.3466520001639704
1375;NOSSA-CHURRASQUEIRA;1;RUE DE L ECOLE POLYTECHNIQUE;0;;2.348173;48.84739;"{""coordinates"": [2.3481730000839214, 48.84738999868371], ""type"": ""Point""}";48.84738999868371, 2.3481730000839214
1387;LE VILLAGE RONSARD;47;BOULEVARD SAINT-GERMAIN;0;;2.349527;48.849688;"{""coordinates"": [2.3495269993827925, 48.849687999333526], ""type"": ""Point""}";48.849687999333526, 2.3495269993827925
1447;ACADEMIE DU CLIMAT;2;PLACE BAUDOYER;0;;2.355693;48.856188;"{""coordinates"": [2.3556929999340097, 48.856187999186545], ""type"": ""Point""}";48.856187999186545, 2.3556929999340097
1448;LA BUVETTE DE L ACADEMIE DU CLIMAT;2;PLACE BAUDOYER;0;;2.355693;48.856188;"{""coordinates"": [2.3556929999340097, 48.856187999186545], ""type"": ""Point""}";48.856187999186545, 2.3556929999340097
1476;LESAINT ET LE;71;RUE DES ARCHIVES;0;;2.359872;48.862742;"{""coordinates"": [2.359872000366738, 48.86274199929963], ""type"": ""Point""}";48.86274199929963, 2.359872000366738
1477;RESTAURANT RIME;50;RUE MARX DORMOY;0;;2.360017;48.887742;"{""coordinates"": [2.360016999866001, 48.88774199881841], ""type"": ""Point""}";48.88774199881841, 2.360016999866001
1135;L OISEAU DE PARADIS;211;BOULEVARD SAINT-GERMAIN;0;;2.324897;48.856521;"{""coordinates"": [2.3248969998912297, 48.856520998662916], ""type"": ""Point""}";48.856520998662916, 2.3248969998912297
1142;LA MAISON DU QUINOA;11;RUE TRONCHET;0;;2.325415;48.871641;"{""coordinates"": [2.325415000540475, 48.87164099889293], ""type"": ""Point""}";48.87164099889293, 2.325415000540475
1194;FORMAGERIE BLANCHE;70;RUE BLANCHE;0;;2.331697;48.881468;"{""coordinates"": [2.3316970001696764, 48.88146799912015], ""type"": ""Point""}";48.88146799912015, 2.3316970001696764
1237;GILI-GILI;48;RUE NOTRE-DAME DE LORETTE;0;;2.336203;48.879628;"{""coordinates"": [2.3362029994158964, 48.87962799881573], ""type"": ""Point""}";48.87962799881573, 2.3362029994158964
1259;SYPHAX;26;RUE DE CHATEAUDUN;0;;2.337661;48.876134;"{""coordinates"": [2.3376609998836617, 48.876133998865804], ""type"": ""Point""}";48.876133998865804, 2.3376609998836617
1294;LES SAVEURS DE L ORIENT;43;PASSAGE DES PANORAMAS;0;;2.341576;48.870795;"{""coordinates"": [2.341576000374387, 48.8707949994147], ""type"": ""Point""}";48.8707949994147, 2.341576000374387
1763;CHEZ PROSPER;7;AVENUE DU TRONE;0;;2.398237;48.848573;"{""coordinates"": [2.3982370000318514, 48.84857299938859], ""type"": ""Point""}";48.84857299938859, 2.3982370000318514
1788;OGATEAU;135;RUE DES PYRENEES;0;;2.403351;48.857966;"{""coordinates"": [2.403350999549273, 48.85796599893084], ""type"": ""Point""}";48.85796599893084, 2.403350999549273
1490;PHARMACIE DES ENFANTS ROUGES;47;RUE DE BRETAGNE;0;;2.36149;48.863277;"{""coordinates"": [2.361489999371818, 48.86327699884666], ""type"": ""Point""}";48.86327699884666, 2.361489999371818
1521;LES MINIMES;36;RUE DE TURENNE;0;;2.36458;48.857537;"{""coordinates"": [2.364580000364204, 48.85753699943955], ""type"": ""Point""}";48.85753699943955, 2.364580000364204
1564;LES BOTTES DE 7 LIEUES;2;RUE DUCHEFDELAVILLE;0;;2.370777;48.832556;"{""coordinates"": [2.3707770001265724, 48.83255599921815], ""type"": ""Point""}";48.83255599921815, 2.3707770001265724
1575;LIQUIDERIE CAVE;9;RUE DES TROIS BORNES;0;;2.371716;48.866405;"{""coordinates"": [2.3717159994461143, 48.866404999508575], ""type"": ""Point""}";48.866404999508575, 2.3717159994461143
1626;PARIS DABANG;6;RUE DE LA FOLIE-MERICOURT;0;;2.374718;48.861536;"{""coordinates"": [2.374718000286703, 48.86153599884668], ""type"": ""Point""}";48.86153599884668, 2.374718000286703
1629;YUMAN;70;RUE DU CHEVALERET;0;;2.374884;48.830807;"{""coordinates"": [2.374883999676952, 48.830806999194664], ""type"": ""Point""}";48.830806999194664, 2.374883999676952
1656;LA CANTINE DE BELLEVILLE;108;BOULEVARD DE BELLEVILLE;0;;2.378761;48.870785;"{""coordinates"": [2.378761000538178, 48.870784999090105], ""type"": ""Point""}";48.870784999090105, 2.378761000538178
1662;NONNA TRIPLETTA;90;BOULEVARD DE BELLEVILLE;0;;2.379386;48.870297;"{""coordinates"": [2.3793860005555993, 48.870296998943324], ""type"": ""Point""}";48.870296998943324, 2.3793860005555993
1670;CHEZ VERO;33;RUE RAMPONEAU;0;;2.380443;48.871437;"{""coordinates"": [2.38044299952568, 48.87143699919247], ""type"": ""Point""}";48.87143699919247, 2.38044299952568
1690;HELLO YOU;5;RUE FRANCOISE DOLTO;0;;2.382581;48.829225;"{""coordinates"": [2.382581000365653, 48.82922499869451], ""type"": ""Point""}";48.82922499869451, 2.382581000365653
1702;L EDELWEISS;2;RUE DE DIJON;0;;2.385666;48.835336;"{""coordinates"": [2.3856660000443046, 48.835335999311035], ""type"": ""Point""}";48.835335999311035, 2.3856660000443046
1723;PATISSERIE DE L EGLISE;10;RUE DU JOURDAIN;0;;2.38963;48.875096;"{""coordinates"": [2.389629999534166, 48.87509599947056], ""type"": ""Point""}";48.87509599947056, 2.389629999534166
1733;CAFE DARLING;88;AVENUE PHILIPPE-AUGUSTE;0;;2.391875;48.85527;"{""coordinates"": [2.391874999850241, 48.855269998837706], ""type"": ""Point""}";48.855269998837706, 2.391874999850241
1871;GREEN PARK HOTEL PARIS;4;RUE HASSARD;0;;2.38419;48.878357;"{""coordinates"": [2.38418999995256, 48.878356999200335], ""type"": ""Point""}";48.878356999200335, 2.38418999995256
1872;IBIS STYLES PARIS MONTMARTRE NORD;77;RUE DU RUISSEAU;0;;2.340924;48.895262;"{""coordinates"": [2.3409240004013645, 48.89526199944514], ""type"": ""Point""}";48.89526199944514, 2.3409240004013645
1881;LIBRAIRIE SOLIDAIRE;27;RUE DU CHATEAU D EAU;0;;2.359276;48.870557;"{""coordinates"": [2.3592759996337738, 48.87055699897497], ""type"": ""Point""}";48.87055699897497, 2.3592759996337738
1899;AGENCE LAFORET IMMOBILIER PARIS 10;214;RUE DU FAUBOURG SAINT-MARTIN;0;;2.363852;48.879864;"{""coordinates"": [2.3638519993362377, 48.87986399935904], ""type"": ""Point""}";48.87986399935904, 2.3638519993362377
1944;BIBLIOTHEQUE SORBIER;17;RUE SORBIER;0;;2.3904638;48.8680312;"{""coordinates"": [2.3904637995928395, 48.86803119904029], ""type"": ""Point""}";48.86803119904029, 2.3904637995928395
1966;METRO BERCY;0;PLACE DU BATAILLON PACIFIQUE;0;;2.3798174;48.8402268;"{""coordinates"": [2.3798173994953866, 48.84022679901066], ""type"": ""Point""}";48.84022679901066, 2.3798173994953866
1979;METRO CHARLES MICHELS;0;RUE DES ENTREPRENEURS;0;;2.2862163;48.8464156;"{""coordinates"": [2.286216300010572, 48.84641559869677], ""type"": ""Point""}";48.84641559869677, 2.286216300010572
1981;METRO MICHEL-ANGE-MOLITOR;38;RUE MICHEL-ANGE / RUE MOLITOR;0;;2.2616285;48.845249;"{""coordinates"": [2.2616285002475114, 48.845248999357715], ""type"": ""Point""}";48.845248999357715, 2.2616285002475114
1814;O FLEURS DE MAGENTA;29;BOULEVARD DE MAGENTA;0;;2.360356;48.871205;"{""coordinates"": [2.360355999669471, 48.87120499943154], ""type"": ""Point""}";48.87120499943154, 2.360355999669471
1815;HOTEL ADAGIO PARIS BUTTES CHAUMONT;0;COURS DU 7EME ART;0;;2.387598;48.877994;"{""coordinates"": [2.3875980000797474, 48.87799399899959], ""type"": ""Point""}";48.87799399899959, 2.3875980000797474
1817;CAFE VERT;0;COURS DE VINCENNES;0;;2.400972;48.848325;"{""coordinates"": [2.4009720000070987, 48.84832499892254], ""type"": ""Point""}";48.84832499892254, 2.4009720000070987
1824;POINT EPHEMERE;200;QUAI DE VALMY;0;;2.368487;48.881568;"{""coordinates"": [2.3684869996301066, 48.881567998921945], ""type"": ""Point""}";48.881567998921945, 2.3684869996301066
1849;PHARMACIE DES GATINES;0;RUE DES PYRENEES;0;;2.397837;48.865507;"{""coordinates"": [2.397837000514522, 48.86550699905868], ""type"": ""Point""}";48.86550699905868, 2.397837000514522
1853;DA ROSA;0;RUE DU MONT THABOR;0;;2.326253;48.866404;"{""coordinates"": [2.3262530005824953, 48.86640399911992], ""type"": ""Point""}";48.86640399911992, 2.3262530005824953
1859;LA CACHETTE DE PARIS;0;RUE MARCADET;0;;2.338485;48.89125;"{""coordinates"": [2.3384849998396504, 48.891249998652334], ""type"": ""Point""}";48.891249998652334, 2.3384849998396504
1860;PHARMACIE ROSSI;0;RUE OBERKAMPF;0;;2.381612;48.866601;"{""coordinates"": [2.3816119997603806, 48.86660099911209], ""type"": ""Point""}";48.86660099911209, 2.3816119997603806
1992;ODYNOUS;5;RUE THIBAUD;0;;2.327305;48.829813;"{""coordinates"": [2.327304999830771, 48.82981299886291], ""type"": ""Point""}";48.82981299886291, 2.327304999830771
1908;HOTEL LITTERAIRE LE SWANN;15;RUE DE CONSTANTINOPLE;0;;2.3207043;48.8798042;"{""coordinates"": [2.3207043003117835, 48.87980419884912], ""type"": ""Point""}";48.87980419884912, 2.3207043003117835
1912;HOTEL DES SAINT PERES - ESPRIT DE FRANCE;65;RUE DES SAINTS-PERES;0;;2.3298408;48.853396;"{""coordinates"": [2.329840799659972, 48.853395999127954], ""type"": ""Point""}";48.853395999127954, 2.329840799659972
1917;MAISON ARMANCE - ESPRIT DE FRANCE;5;RUE CAMBON;0;;2.3253878;48.8665539;"{""coordinates"": [2.3253878005901796, 48.86655389929826], ""type"": ""Point""}";48.86655389929826, 2.3253878005901796
927;LES SAVEURS DE PARMENTIER;103;AVENUE PARMENTIER;0;;2.373104;48.866963;"{""coordinates"": [2.3731039998180266, 48.866962999096614], ""type"": ""Point""}";48.866962999096614, 2.3731039998180266
1027;DAI S HOUSE;42;RUE CLER;0;;2.306535;48.856329;"{""coordinates"": [2.306534999956636, 48.85632899885915], ""type"": ""Point""}";48.85632899885915, 2.306534999956636
1087;LES PUCES DES BATIGNOLES;110;RUE LEGENDRE;0;;2.320985;48.888012;"{""coordinates"": [2.320985000511326, 48.88801199905574], ""type"": ""Point""}";48.88801199905574, 2.320985000511326
1097;BABA BEY;47;BOULEVARD DU MONTPARNASSE;0;;2.322052;48.844699;"{""coordinates"": [2.3220519993718294, 48.84469899910131], ""type"": ""Point""}";48.84469899910131, 2.3220519993718294
1104;OPTIC DUROC;91;AVENUE DE CLICHY;0;;2.323181;48.888714;"{""coordinates"": [2.3231809998381445, 48.88871399915299], ""type"": ""Point""}";48.88871399915299, 2.3231809998381445
934;MOI BEAU ET GOURMAND;118;AVENUE DE FLANDRE;0;;2.379123;48.892171;"{""coordinates"": [2.379122999616399, 48.892170998874086], ""type"": ""Point""}";48.892170998874086, 2.379122999616399
1364;L ARBRE A CAFE;10;RUE DU NIL;0;;2.347641;48.867731;"{""coordinates"": [2.347640999880922, 48.867730999001196], ""type"": ""Point""}";48.867730999001196, 2.347640999880922
1377;TAKE OTAC;50;RUE DE LA MONTAGNE SAINTE-GENEVIEVE;0;;2.348409;48.84752;"{""coordinates"": [2.348409000682478, 48.84751999869125], ""type"": ""Point""}";48.84751999869125, 2.348409000682478
1388;LISSA MONGE;7;RUE MONGE;0;;2.349697;48.849308;"{""coordinates"": [2.349696999576353, 48.849307998931906], ""type"": ""Point""}";48.849307998931906, 2.349696999576353
1403;MACHE;61;RUE DE CHABROL;0;;2.351017;48.877088;"{""coordinates"": [2.3510169998538952, 48.87708799878505], ""type"": ""Point""}";48.87708799878505, 2.3510169998538952
1413;L INSTANT DE BEAUTE;39;RUE MONGE;0;;2.352103;48.845732;"{""coordinates"": [2.3521029996182783, 48.845731999146636], ""type"": ""Point""}";48.845731999146636, 2.3521029996182783
1111;MAISON DE LA VIE ASSOCIATIVE ET CITOYENNE DU 17EME;25;RUE LANTIEZ;0;;2.323751;48.895031;"{""coordinates"": [2.323751000050745, 48.89503099927], ""type"": ""Point""}";48.89503099927, 2.323751000050745
1154;MEALTIME;33;AVENUE DE CLICHY;0;;2.326066;48.886069;"{""coordinates"": [2.326065999787622, 48.88606899929475], ""type"": ""Point""}";48.88606899929475, 2.326065999787622
1167;L ASCENSION;67;RUE DE CLICHY;0;;2.328137;48.881792;"{""coordinates"": [2.3281370002727098, 48.881791999402054], ""type"": ""Point""}";48.881791999402054, 2.3281370002727098
1173;LE BRAZZA;9;RUE DE SEVRES;0;;2.328516;48.851736;"{""coordinates"": [2.3285160003230696, 48.8517359994278], ""type"": ""Point""}";48.8517359994278, 2.3285160003230696
1178;KESSARI;4;RUE DE MILAN;0;;2.329226;48.879006;"{""coordinates"": [2.3292259996090814, 48.87900599925747], ""type"": ""Point""}";48.87900599925747, 2.3292259996090814
1201;CHEZ AGNES;64;RUE SAINT-LAZARE;0;;2.3327;48.876884;"{""coordinates"": [2.3326999998663474, 48.87688399947163], ""type"": ""Point""}";48.87688399947163, 2.3326999998663474
1232;VALERIO;51;RUE NOTRE-DAME DE LORETTE;0;;2.33566;48.879862;"{""coordinates"": [2.3356599995580454, 48.87986199906304], ""type"": ""Point""}";48.87986199906304, 2.3356599995580454
1295;BODY MINUTE;17;RUE GAY-LUSSAC;0;;2.341627;48.845461;"{""coordinates"": [2.3416269996032315, 48.84546099897185], ""type"": ""Point""}";48.84546099897185, 2.3416269996032315
1297;SUNSET;100;RUE ORDENER;0;;2.341715;48.892994;"{""coordinates"": [2.3417149994582593, 48.89299399927991], ""type"": ""Point""}";48.89299399927991, 2.3417149994582593
1328;PLATHEON;3;RUE CLOTAIRE;0;;2.344708;48.845627;"{""coordinates"": [2.344707999807503, 48.845626998942244], ""type"": ""Point""}";48.845626998942244, 2.344707999807503
1760;MONCEAU FLEURS;11;PLACE GAMBETTA;0;;2.398026;48.865175;"{""coordinates"": [2.3980260001387563, 48.865174998884626], ""type"": ""Point""}";48.865174998884626, 2.3980260001387563
1787;BREAD AND TEA;41;COURS DE VINCENNES;0;;2.403226;48.848124;"{""coordinates"": [2.4032259996406493, 48.848123999486724], ""type"": ""Point""}";48.848123999486724, 2.4032259996406493
1798;EPICERIE ITALIENNE;6;RUE DU RENDEZ-VOUS;0;;2.404975;48.845114;"{""coordinates"": [2.4049749993686698, 48.84511399944869], ""type"": ""Point""}";48.84511399944869, 2.4049749993686698
1511;CANDELARIA;52;RUE DE SAINTONGE;0;;2.364007;48.862988;"{""coordinates"": [2.3640069993449755, 48.862987999180255], ""type"": ""Point""}";48.862987999180255, 2.3640069993449755
1519;ROYAL TURENNE;24;RUE DE TURENNE;0;;2.364523;48.856533;"{""coordinates"": [2.364522999579033, 48.85653299913017], ""type"": ""Point""}";48.85653299913017, 2.364522999579033
1531;PARIS CYCLE LAURENT;9;BOULEVARD VOLTAIRE;0;;2.366406;48.866163;"{""coordinates"": [2.3664059999858384, 48.86616299877477], ""type"": ""Point""}";48.86616299877477, 2.3664059999858384
1533;TSF EPICERIE;9;RUE ALIBERT;0;;2.366784;48.871417;"{""coordinates"": [2.366784000523225, 48.87141699872273], ""type"": ""Point""}";48.87141699872273, 2.366784000523225
1538;LA CANTINE DE MERCI;111;BOULEVARD BEAUMARCHAIS;0;;2.367034;48.860778;"{""coordinates"": [2.367033999851145, 48.860777998772825], ""type"": ""Point""}";48.860777998772825, 2.367033999851145
1557;SEZONO;13;RUE JACQUES LOUVEL-TESSIER;0;;2.369668;48.871185;"{""coordinates"": [2.369668000587781, 48.87118499910175], ""type"": ""Point""}";48.87118499910175, 2.369668000587781
1580;OBUR KANPF;52;RUE DE LA FOLIE-MERICOURT;0;;2.371846;48.864142;"{""coordinates"": [2.3718460005358715, 48.86414199947207], ""type"": ""Point""}";48.86414199947207, 2.3718460005358715
1613;LA BOTTEGA DEL COIFFEUR;62;RUE JEAN-PIERRE TIMBAUD;0;;2.374098;48.866758;"{""coordinates"": [2.3740979996223937, 48.86675799930727], ""type"": ""Point""}";48.86675799930727, 2.3740979996223937
